PacketCounter,UTC_Nano,UTC_Year,UTC_Month,UTC_Day,UTC_Hour,UTC_Minute,UTC_Second,UTC_Valid,Roll,Pitch,Yaw,Latitude,Longitude,Altitude,Vel_X,Vel_Y,Vel_Z
40095,439900000,2021,1,2,6,48,37,247,0.906062,1.620286,-15.635726,33.97369402,-117.7738442,347.117403,0.082605,-0.469959,-0.003451
40096,442400000,2021,1,2,6,48,37,247,0.905927,1.619989,-15.635664,33.97369401,-117.7738442,347.117394,0.082607,-0.470178,-0.003406
40097,444900000,2021,1,2,6,48,37,247,0.906028,1.619875,-15.635236,33.973694,-117.7738442,347.117386,0.082575,-0.470438,-0.003463
40098,447400000,2021,1,2,6,48,37,247,0.905811,1.620218,-15.635159,33.97369399,-117.7738442,347.117377,0.082556,-0.470676,-0.003403
40099,449900000,2021,1,2,6,48,37,247,0.905739,1.62062,-15.634455,33.97369398,-117.7738442,347.117557,0.082465,-0.470948,-0.003348
40100,452400000,2021,1,2,6,48,37,247,0.905285,1.621403,-15.634737,33.97369397,-117.7738442,347.117549,0.082458,-0.471191,-0.003379
40101,454900000,2021,1,2,6,48,37,247,0.905839,1.621424,-15.634897,33.97369396,-117.7738442,347.11754,0.082409,-0.471412,-0.003322
40102,457400000,2021,1,2,6,48,37,247,0.906306,1.622024,-15.634372,33.97369395,-117.7738442,347.117532,0.082369,-0.471626,-0.003309
40103,459900000,2021,1,2,6,48,37,247,0.906278,1.622001,-15.633651,33.97369394,-117.7738442,347.117523,0.082377,-0.471913,-0.003338
40104,462400000,2021,1,2,6,48,37,247,0.906644,1.62182,-15.632946,33.97369393,-117.7738442,347.117515,0.082376,-0.472252,-0.003349
40105,464900000,2021,1,2,6,48,37,247,0.907431,1.62211,-15.632505,33.97369392,-117.7738442,347.117507,0.082374,-0.472578,-0.003375
40106,467400000,2021,1,2,6,48,37,247,0.907632,1.622262,-15.632255,33.9736939,-117.7738442,347.117498,0.08234,-0.472895,-0.003384
40107,469900000,2021,1,2,6,48,37,247,0.908165,1.621274,-15.632493,33.97369389,-117.7738442,347.115182,0.082371,-0.473142,-0.004205
40108,472400000,2021,1,2,6,48,37,247,0.907912,1.620618,-15.632942,33.97369388,-117.7738442,347.115171,0.082492,-0.473395,-0.00424
40109,474900000,2021,1,2,6,48,37,247,0.907561,1.619905,-15.633307,33.97369387,-117.7738442,347.115161,0.082516,-0.473627,-0.004313
40110,477400000,2021,1,2,6,48,37,247,0.90796,1.618431,-15.633711,33.97369386,-117.7738442,347.11515,0.082538,-0.473796,-0.004332
40111,479900000,2021,1,2,6,48,37,247,0.908109,1.617828,-15.634677,33.97369385,-117.7738442,347.115139,0.082541,-0.474014,-0.00429
40112,482400000,2021,1,2,6,48,37,247,0.908421,1.617604,-15.634549,33.97369384,-117.7738442,347.115128,0.08253,-0.474219,-0.004252
40113,484900000,2021,1,2,6,48,37,247,0.908259,1.616605,-15.634593,33.97369383,-117.7738442,347.115118,0.082501,-0.474403,-0.00419
40114,487400000,2021,1,2,6,48,37,247,0.908459,1.615826,-15.634295,33.97369382,-117.7738442,347.115108,0.082573,-0.474635,-0.004128
40115,489900000,2021,1,2,6,48,37,247,0.908968,1.616137,-15.633689,33.97369381,-117.7738442,347.112801,0.082598,-0.474746,-0.00497
40116,492400000,2021,1,2,6,48,37,247,0.909705,1.616291,-15.634081,33.9736938,-117.7738442,347.112788,0.082709,-0.474966,-0.004943
40117,494900000,2021,1,2,6,48,37,247,0.910141,1.616341,-15.633936,33.97369379,-117.7738442,347.112776,0.082897,-0.47526,-0.00495
40118,497400000,2021,1,2,6,48,37,247,0.910481,1.616277,-15.634022,33.97369378,-117.7738442,347.112763,0.082967,-0.475552,-0.004954
40119,499900000,2021,1,2,6,48,37,247,0.911268,1.616636,-15.633837,33.97369377,-117.7738442,347.112751,0.08311,-0.475759,-0.004972
40120,502400000,2021,1,2,6,48,37,247,0.911655,1.616625,-15.633858,33.97369376,-117.7738442,347.112738,0.083222,-0.475919,-0.004959
40121,504900000,2021,1,2,6,48,37,247,0.911907,1.615806,-15.633347,33.97369374,-117.7738442,347.112726,0.083299,-0.476113,-0.00499
40122,507400000,2021,1,2,6,48,37,247,0.912059,1.616069,-15.633176,33.97369373,-117.7738442,347.112714,0.083397,-0.476289,-0.005034
40123,509900000,2021,1,2,6,48,37,247,0.911381,1.616388,-15.633305,33.97369372,-117.7738442,347.112938,0.083487,-0.476493,-0.004995
40124,512400000,2021,1,2,6,48,37,247,0.911353,1.616376,-15.632283,33.97369371,-117.7738442,347.112926,0.083601,-0.476624,-0.005091
40125,514900000,2021,1,2,6,48,37,247,0.911589,1.616084,-15.632635,33.9736937,-117.7738442,347.112913,0.083726,-0.476877,-0.005083
40126,517400000,2021,1,2,6,48,37,247,0.911507,1.61606,-15.633069,33.97369369,-117.7738441,347.1129,0.083814,-0.477005,-0.005114
40127,519900000,2021,1,2,6,48,37,247,0.911701,1.616261,-15.632155,33.97369368,-117.7738441,347.112887,0.083872,-0.47712,-0.0052
40128,522400000,2021,1,2,6,48,37,247,0.912085,1.616396,-15.632179,33.97369367,-117.7738441,347.112874,0.083932,-0.477309,-0.005197
40129,524900000,2021,1,2,6,48,37,247,0.913701,1.617001,-15.631827,33.97369366,-117.7738441,347.112861,0.083979,-0.47758,-0.005238
40130,527400000,2021,1,2,6,48,37,247,0.913733,1.617666,-15.631179,33.97369365,-117.7738441,347.112848,0.084002,-0.477839,-0.00527
40131,529900000,2021,1,2,6,48,37,247,0.913941,1.618434,-15.630929,33.97369364,-117.7738441,347.118171,0.084047,-0.478014,-0.003208
40132,532400000,2021,1,2,6,48,37,247,0.913489,1.618784,-15.630456,33.97369363,-117.7738441,347.118163,0.084067,-0.478188,-0.003276
40133,534900000,2021,1,2,6,48,37,247,0.91343,1.619254,-15.629905,33.97369362,-117.7738441,347.118155,0.084037,-0.47845,-0.003201
40134,537400000,2021,1,2,6,48,37,247,0.914088,1.619362,-15.629911,33.97369361,-117.7738441,347.118147,0.084019,-0.478571,-0.003156
40135,539900000,2021,1,2,6,48,37,247,0.914081,1.619751,-15.629751,33.97369359,-117.7738441,347.118139,0.084,-0.478829,-0.003187
40136,542400000,2021,1,2,6,48,37,247,0.913766,1.61947,-15.62964,33.97369358,-117.7738441,347.118131,0.083916,-0.479118,-0.003237
40137,544900000,2021,1,2,6,48,37,247,0.913786,1.619177,-15.629283,33.97369357,-117.7738441,347.118123,0.083864,-0.479295,-0.003299
40138,547400000,2021,1,2,6,48,37,247,0.912921,1.619015,-15.628293,33.97369356,-117.7738441,347.118114,0.083835,-0.479572,-0.00333
40139,549900000,2021,1,2,6,48,37,247,0.912762,1.618889,-15.627786,33.97369355,-117.7738441,347.115742,0.08387,-0.479828,-0.004226
40140,500000000,2021,1,2,6,48,37,247,,,,,,0,,,
40141,552400000,2021,1,2,6,48,37,247,0.912144,1.619076,-15.628088,33.97369354,-117.7738441,347.115731,0.083868,-0.480067,-0.00428
40142,554900000,2021,1,2,6,48,37,247,0.912726,1.619372,-15.62841,33.97369353,-117.7738441,347.11572,0.08388,-0.480372,-0.004287
40143,557400000,2021,1,2,6,48,37,247,0.913428,1.619789,-15.627693,33.97369352,-117.7738441,347.11571,0.083861,-0.480684,-0.00433
40144,559900000,2021,1,2,6,48,37,247,0.913801,1.619821,-15.627259,33.97369351,-117.7738441,347.115699,0.083878,-0.481012,-0.0043
40145,562400000,2021,1,2,6,48,37,247,0.914318,1.619732,-15.626609,33.9736935,-117.7738441,347.115688,0.083833,-0.481224,-0.004318
40146,564900000,2021,1,2,6,48,37,247,0.914355,1.619698,-15.626471,33.97369349,-117.7738441,347.115677,0.083873,-0.481435,-0.004444
40147,567400000,2021,1,2,6,48,37,247,0.913685,1.619672,-15.626215,33.97369348,-117.7738441,347.115666,0.083893,-0.48171,-0.004492
40148,569900000,2021,1,2,6,48,37,247,0.900315,1.613557,-15.610101,33.9736942,-117.7738442,347.134533,0.081004,-0.461775,-0.000294
40149,572400000,2021,1,2,6,48,37,247,0.899937,1.614179,-15.609998,33.97369419,-117.7738442,347.134532,0.081036,-0.462084,-0.000275
40150,574900000,2021,1,2,6,48,37,247,0.899985,1.614277,-15.609361,33.97369418,-117.7738442,347.134531,0.081059,-0.462326,-0.000322
40151,577400000,2021,1,2,6,48,37,247,0.899972,1.614216,-15.609315,33.97369417,-117.7738442,347.134531,0.081122,-0.462493,-0.000406
40152,579900000,2021,1,2,6,48,37,247,0.900072,1.613774,-15.609993,33.97369416,-117.7738442,347.132139,0.08121,-0.462696,-0.001213
40153,582400000,2021,1,2,6,48,37,247,0.900486,1.613458,-15.610466,33.97369415,-117.7738442,347.132136,0.081278,-0.462963,-0.00122
40154,584900000,2021,1,2,6,48,37,247,0.90111,1.613504,-15.609766,33.97369414,-117.7738442,347.132133,0.081282,-0.463215,-0.001256
40155,587400000,2021,1,2,6,48,37,247,0.901751,1.613327,-15.609566,33.97369413,-117.7738442,347.13213,0.081313,-0.463416,-0.001234
40156,589900000,2021,1,2,6,48,37,247,0.902112,1.613415,-15.609187,33.97369412,-117.7738442,347.124865,0.081357,-0.463593,-0.003824
40157,592400000,2021,1,2,6,48,37,247,0.902544,1.613068,-15.608727,33.97369411,-117.7738442,347.124855,0.081449,-0.463771,-0.003863
40158,594900000,2021,1,2,6,48,37,247,0.903015,1.613559,-15.608912,33.97369409,-117.7738441,347.124846,0.081502,-0.463906,-0.003882
40159,597400000,2021,1,2,6,48,37,247,0.903925,1.613273,-15.608617,33.97369408,-117.7738441,347.124836,0.081554,-0.464102,-0.00389
40160,599900000,2021,1,2,6,48,37,247,0.904069,1.61368,-15.608813,33.97369407,-117.7738441,347.124826,0.081567,-0.464237,-0.003934
40161,602400000,2021,1,2,6,48,37,247,0.903894,1.612949,-15.609107,33.97369406,-117.7738441,347.124816,0.081609,-0.464494,-0.00396
40162,604900000,2021,1,2,6,48,37,247,0.903576,1.613035,-15.608849,33.97369405,-117.7738441,347.124806,0.0817,-0.464681,-0.003961
40163,607400000,2021,1,2,6,48,37,247,0.904072,1.612465,-15.608518,33.97369404,-117.7738441,347.124796,0.081774,-0.464854,-0.003978
40164,609900000,2021,1,2,6,48,37,247,0.903928,1.612631,-15.608157,33.97369403,-117.7738441,347.120009,0.081885,-0.46505,-0.005652
40165,612400000,2021,1,2,6,48,37,247,0.904015,1.612384,-15.606742,33.97369402,-117.7738441,347.119995,0.08194,-0.465223,-0.005622
40166,614900000,2021,1,2,6,48,37,247,0.903592,1.612799,-15.606731,33.97369401,-117.7738441,347.119981,0.08196,-0.465462,-0.005631
40167,617400000,2021,1,2,6,48,37,247,0.903324,1.612925,-15.606617,33.973694,-117.7738441,347.119967,0.082012,-0.46563,-0.005612
40168,619900000,2021,1,2,6,48,37,247,0.902921,1.613103,-15.606092,33.97369399,-117.7738441,347.119953,0.082081,-0.465818,-0.005621
40169,622400000,2021,1,2,6,48,37,247,0.903532,1.612235,-15.605724,33.97369398,-117.7738441,347.119939,0.082065,-0.466013,-0.00567
40170,624900000,2021,1,2,6,48,37,247,0.904204,1.612449,-15.604855,33.97369397,-117.7738441,347.119925,0.082088,-0.46624,-0.005679
40171,627400000,2021,1,2,6,48,37,247,0.90485,1.612865,-15.604187,33.97369396,-117.7738441,347.119911,0.082125,-0.466448,-0.005668
40172,629900000,2021,1,2,6,48,37,247,0.905237,1.613452,-15.603521,33.97369395,-117.7738441,347.115143,0.082265,-0.466771,-0.007312
40173,632400000,2021,1,2,6,48,37,247,0.906077,1.61371,-15.603716,33.97369394,-117.7738441,347.115125,0.082277,-0.466923,-0.007338
40174,634900000,2021,1,2,6,48,37,247,0.905977,1.613627,-15.603535,33.97369393,-117.7738441,347.115107,0.082232,-0.467088,-0.007332
40175,637400000,2021,1,2,6,48,37,247,0.90547,1.614055,-15.603289,33.97369392,-117.7738441,347.115088,0.082277,-0.467358,-0.007403
40176,639900000,2021,1,2,6,48,37,247,0.905391,1.613456,-15.60304,33.97369391,-117.7738441,347.11507,0.082294,-0.4676,-0.00745
40177,642400000,2021,1,2,6,48,37,247,0.905906,1.613525,-15.602655,33.9736939,-117.7738441,347.115051,0.082285,-0.467876,-0.007425
40178,644900000,2021,1,2,6,48,37,247,0.906491,1.613442,-15.603003,33.97369389,-117.7738441,347.115032,0.082294,-0.468096,-0.007452
40179,647400000,2021,1,2,6,48,37,247,0.906433,1.613712,-15.602804,33.97369387,-117.7738441,347.115014,0.082303,-0.46834,-0.007536
40180,649900000,2021,1,2,6,48,37,247,0.906616,1.612756,-15.603072,33.97369386,-117.7738441,347.115237,0.082267,-0.468613,-0.00734
40181,652400000,2021,1,2,6,48,37,247,0.906555,1.612829,-15.601848,33.97369385,-117.7738441,347.115219,0.082241,-0.468871,-0.007408
40182,654900000,2021,1,2,6,48,37,247,0.906375,1.612602,-15.601718,33.97369384,-117.7738441,347.1152,0.082244,-0.469199,-0.007378
40183,657400000,2021,1,2,6,48,37,247,0.906012,1.612639,-15.601754,33.97369383,-117.7738441,347.115182,0.082186,-0.469445,-0.007381
40184,659900000,2021,1,2,6,48,37,247,0.90639,1.613586,-15.601805,33.97369382,-117.7738441,347.115163,0.08224,-0.469795,-0.00742
40185,662400000,2021,1,2,6,48,37,247,0.906668,1.613644,-15.601705,33.97369381,-117.7738441,347.115144,0.082247,-0.470063,-0.00746
40186,664900000,2021,1,2,6,48,37,247,0.907728,1.614151,-15.602016,33.9736938,-117.7738441,347.115126,0.082265,-0.47034,-0.007443
40187,667400000,2021,1,2,6,48,37,247,0.907991,1.614479,-15.602294,33.97369379,-117.7738441,347.115107,0.082231,-0.470629,-0.00746
40188,669900000,2021,1,2,6,48,37,247,0.908206,1.613343,-15.602217,33.97369378,-117.7738441,347.112845,0.082274,-0.470921,-0.00825
40189,672400000,2021,1,2,6,48,37,247,0.907721,1.613124,-15.602538,33.97369377,-117.7738441,347.112825,0.082307,-0.47123,-0.0082
40190,674900000,2021,1,2,6,48,37,247,0.907903,1.61349,-15.602163,33.97369376,-117.7738441,347.112804,0.08229,-0.471411,-0.008298
40191,677400000,2021,1,2,6,48,37,247,0.907497,1.613012,-15.601805,33.97369375,-117.7738441,347.112783,0.08231,-0.471583,-0.008267
40192,679900000,2021,1,2,6,48,37,247,0.907966,1.613093,-15.601122,33.97369374,-117.7738441,347.112763,0.082336,-0.471811,-0.008284
40193,682400000,2021,1,2,6,48,37,247,0.907383,1.612473,-15.600924,33.97369373,-117.7738441,347.112742,0.082384,-0.472036,-0.008263
40194,684900000,2021,1,2,6,48,37,247,0.907556,1.612357,-15.600774,33.97369372,-117.7738441,347.112722,0.082421,-0.472302,-0.008216
40195,687400000,2021,1,2,6,48,37,247,0.907956,1.612188,-15.601332,33.97369371,-117.7738441,347.112701,0.082472,-0.472527,-0.008237
40196,689900000,2021,1,2,6,48,37,247,0.907853,1.612874,-15.601197,33.97369369,-117.7738441,347.105428,0.08249,-0.472698,-0.010937
40197,692400000,2021,1,2,6,48,37,247,0.908133,1.612877,-15.601064,33.97369368,-117.7738441,347.105401,0.082559,-0.47286,-0.010957
40198,694900000,2021,1,2,6,48,37,247,0.908425,1.612841,-15.601192,33.97369367,-117.7738441,347.105373,0.082582,-0.473069,-0.011029
40199,697400000,2021,1,2,6,48,37,247,0.907836,1.613283,-15.600057,33.97369366,-117.7738441,347.105346,0.082673,-0.473321,-0.011074
40200,699900000,2021,1,2,6,48,37,247,0.907526,1.613541,-15.599422,33.97369365,-117.7738441,347.105318,0.082721,-0.473513,-0.011151
40201,702400000,2021,1,2,6,48,37,247,0.907094,1.613783,-15.598945,33.97369364,-117.7738441,347.10529,0.082769,-0.473736,-0.011213
40202,704900000,2021,1,2,6,48,37,247,0.906955,1.613775,-15.598525,33.97369363,-117.7738441,347.105262,0.082832,-0.473896,-0.011217
40203,707400000,2021,1,2,6,48,37,247,0.907267,1.613674,-15.598571,33.97369362,-117.773844,347.105234,0.082905,-0.474083,-0.011283
40204,709900000,2021,1,2,6,48,37,247,0.907637,1.613503,-15.598309,33.97369361,-117.773844,347.100499,0.083013,-0.474286,-0.013059
40205,712400000,2021,1,2,6,48,37,247,0.907943,1.613496,-15.598536,33.9736936,-117.773844,347.100466,0.083063,-0.474463,-0.01304
40206,714900000,2021,1,2,6,48,37,247,0.907844,1.613515,-15.598022,33.97369359,-117.773844,347.100434,0.08317,-0.474694,-0.012979
40207,717400000,2021,1,2,6,48,37,247,0.908148,1.613582,-15.596443,33.97369358,-117.773844,347.100401,0.083283,-0.474885,-0.01297
40208,719900000,2021,1,2,6,48,37,247,0.908083,1.6136,-15.596285,33.97369357,-117.773844,347.100369,0.083308,-0.475063,-0.013008
40209,722400000,2021,1,2,6,48,37,247,0.908089,1.613981,-15.596607,33.97369356,-117.773844,347.100336,0.083356,-0.475276,-0.013005
40210,724900000,2021,1,2,6,48,37,247,0.908492,1.614263,-15.596784,33.97369355,-117.773844,347.100304,0.083388,-0.475461,-0.012964
40211,727400000,2021,1,2,6,48,37,247,0.908418,1.614958,-15.596237,33.97369354,-117.773844,347.100271,0.083476,-0.475706,-0.012922
40212,729900000,2021,1,2,6,48,37,247,0.908234,1.615892,-15.595905,33.97369352,-117.773844,347.100631,0.083512,-0.475951,-0.012748
40213,732400000,2021,1,2,6,48,37,247,0.908007,1.616302,-15.596402,33.97369351,-117.773844,347.100599,0.08357,-0.476203,-0.012732
40214,734900000,2021,1,2,6,48,37,247,0.907844,1.617153,-15.596333,33.9736935,-117.773844,347.100567,0.083523,-0.476404,-0.012738
40215,737400000,2021,1,2,6,48,37,247,0.908312,1.617403,-15.595562,33.97369349,-117.773844,347.100535,0.083575,-0.476606,-0.012758
40216,739900000,2021,1,2,6,48,37,247,0.908684,1.618128,-15.594997,33.97369348,-117.773844,347.100503,0.083599,-0.476779,-0.012792
40217,742400000,2021,1,2,6,48,37,247,0.908901,1.61785,-15.595611,33.97369347,-117.773844,347.100471,0.083626,-0.47707,-0.012795
40218,744900000,2021,1,2,6,48,37,247,0.90891,1.618194,-15.595842,33.97369346,-117.773844,347.100439,0.08362,-0.477226,-0.012831
40219,747400000,2021,1,2,6,48,37,247,0.908979,1.618214,-15.595445,33.97369345,-117.773844,347.100407,0.083542,-0.47736,-0.012771
40220,749900000,2021,1,2,6,48,37,247,0.909249,1.618548,-15.595177,33.97369344,-117.773844,347.100767,0.083503,-0.477613,-0.012662
40221,752400000,2021,1,2,6,48,37,247,0.909882,1.618062,-15.595685,33.97369343,-117.773844,347.100736,0.083493,-0.477927,-0.012626
40222,754900000,2021,1,2,6,48,37,247,0.909536,1.617778,-15.595926,33.97369342,-117.773844,347.100704,0.083504,-0.478082,-0.012603
40223,757400000,2021,1,2,6,48,37,247,0.909662,1.617206,-15.595199,33.97369341,-117.773844,347.100673,0.083477,-0.478293,-0.012644
40224,759900000,2021,1,2,6,48,37,247,0.909328,1.616577,-15.594929,33.9736934,-117.773844,347.100641,0.083469,-0.478551,-0.012683
40225,762400000,2021,1,2,6,48,37,247,0.909238,1.617248,-15.594934,33.97369338,-117.773844,347.100609,0.083461,-0.47884,-0.012681
40226,764900000,2021,1,2,6,48,37,247,0.908917,1.617329,-15.594469,33.97369337,-117.773844,347.100577,0.083506,-0.479064,-0.012705
40227,767400000,2021,1,2,6,48,37,247,0.908446,1.617964,-15.593814,33.97369336,-117.773844,347.100546,0.083456,-0.479276,-0.012742
40228,769900000,2021,1,2,6,48,37,247,0.909491,1.618973,-15.594358,33.97369335,-117.773844,347.100907,0.083466,-0.479429,-0.012581
40229,772400000,2021,1,2,6,48,37,247,0.90939,1.619684,-15.59413,33.97369334,-117.773844,347.100875,0.08345,-0.47958,-0.012587
40230,774900000,2021,1,2,6,48,37,247,0.909773,1.619706,-15.593307,33.97369333,-117.773844,347.100844,0.083412,-0.479716,-0.012565
40231,777400000,2021,1,2,6,48,37,247,0.91042,1.618877,-15.592639,33.97369332,-117.773844,347.100813,0.083391,-0.47987,-0.01259
40232,779900000,2021,1,2,6,48,37,247,0.910601,1.6187,-15.592572,33.97369331,-117.773844,347.100781,0.083486,-0.480093,-0.01257
40233,782400000,2021,1,2,6,48,37,247,0.910755,1.618995,-15.592243,33.9736933,-117.773844,347.10075,0.083544,-0.480249,-0.012589
40234,784900000,2021,1,2,6,48,37,247,0.911278,1.618115,-15.591775,33.97369329,-117.773844,347.100718,0.083625,-0.480459,-0.012647
40235,787400000,2021,1,2,6,48,37,247,0.911738,1.617945,-15.591185,33.97369328,-117.773844,347.100686,0.083631,-0.480668,-0.012705
40236,789900000,2021,1,2,6,48,37,247,0.911922,1.617544,-15.590865,33.97369327,-117.773844,347.101049,0.083635,-0.480816,-0.012522
40237,792400000,2021,1,2,6,48,37,247,0.911421,1.617096,-15.590281,33.97369326,-117.773844,347.101017,0.083739,-0.481002,-0.012551
40238,794900000,2021,1,2,6,48,37,247,0.911763,1.616978,-15.589995,33.97369324,-117.773844,347.100986,0.083812,-0.481147,-0.012517
40239,797400000,2021,1,2,6,48,37,247,0.911809,1.61661,-15.5888,33.97369323,-117.773844,347.100955,0.083887,-0.481325,-0.012522
40240,799900000,2021,1,2,6,48,37,247,0.912384,1.616568,-15.588595,33.97369322,-117.773844,347.100923,0.083998,-0.481582,-0.012552
40241,750000000,2021,1,2,6,48,37,247,,,,,,0,,,
40242,802400000,2021,1,2,6,48,37,247,0.912525,1.616484,-15.588297,33.97369321,-117.773844,347.100892,0.084097,-0.481746,-0.012565
40243,804900000,2021,1,2,6,48,37,247,0.912878,1.616042,-15.58844,33.9736932,-117.773844,347.10086,0.084213,-0.48204,-0.012608
40244,807400000,2021,1,2,6,48,37,247,0.913639,1.616014,-15.588423,33.97369319,-117.773844,347.100829,0.084297,-0.482209,-0.012632
40245,809900000,2021,1,2,6,48,37,247,0.913569,1.616324,-15.587651,33.97369318,-117.773844,347.096003,0.084411,-0.482424,-0.014588
40246,812400000,2021,1,2,6,48,37,247,0.91361,1.61668,-15.588037,33.97369317,-117.773844,347.095967,0.084422,-0.482656,-0.014581
40247,814900000,2021,1,2,6,48,37,247,0.913654,1.616006,-15.58732,33.97369316,-117.773844,347.09593,0.084474,-0.482867,-0.014681
40248,817400000,2021,1,2,6,48,37,247,0.913994,1.61592,-15.587991,33.97369315,-117.7738439,347.095893,0.08453,-0.483103,-0.014751
40249,819900000,2021,1,2,6,48,37,247,0.889271,1.604425,-15.531946,33.97369447,-117.7738441,347.114259,0.080694,-0.445954,-0.011214
40250,822400000,2021,1,2,6,48,37,247,0.88891,1.603962,-15.531478,33.97369446,-117.7738441,347.114231,0.080725,-0.446129,-0.011215
40251,824900000,2021,1,2,6,48,37,247,0.888833,1.60387,-15.531396,33.97369445,-117.7738441,347.114203,0.080731,-0.446265,-0.011209
40252,827400000,2021,1,2,6,48,37,247,0.888489,1.604235,-15.531149,33.97369444,-117.7738441,347.114175,0.080774,-0.446519,-0.011231
40253,829900000,2021,1,2,6,48,37,247,0.888907,1.604719,-15.531547,33.97369443,-117.7738441,347.11442,0.080756,-0.446746,-0.011062
40254,832400000,2021,1,2,6,48,37,247,0.888581,1.604838,-15.530807,33.97369442,-117.7738441,347.114392,0.080781,-0.447028,-0.011031
40255,834900000,2021,1,2,6,48,37,247,0.888834,1.606025,-15.531164,33.97369441,-117.773844,347.114365,0.080786,-0.447252,-0.011031
40256,837400000,2021,1,2,6,48,37,247,0.88962,1.606552,-15.531711,33.9736944,-117.773844,347.114337,0.080788,-0.44748,-0.010975
40257,839900000,2021,1,2,6,48,37,247,0.89013,1.606393,-15.530881,33.97369439,-117.773844,347.11431,0.080834,-0.44774,-0.010887
40258,842400000,2021,1,2,6,48,37,247,0.890053,1.606987,-15.530708,33.97369438,-117.773844,347.114283,0.080867,-0.448025,-0.010875
40259,844900000,2021,1,2,6,48,37,247,0.890101,1.606946,-15.530032,33.97369437,-117.773844,347.114256,0.080787,-0.448229,-0.010896
40260,847400000,2021,1,2,6,48,37,247,0.889847,1.607442,-15.530022,33.97369436,-117.773844,347.114228,0.080772,-0.448434,-0.011002
40261,849900000,2021,1,2,6,48,37,247,0.889717,1.607347,-15.530151,33.97369435,-117.773844,347.114474,0.080769,-0.44873,-0.010921
40262,852400000,2021,1,2,6,48,37,247,0.889696,1.607425,-15.529909,33.97369434,-117.773844,347.114447,0.080778,-0.449039,-0.010946
40263,854900000,2021,1,2,6,48,37,247,0.889543,1.607692,-15.529707,33.97369433,-117.773844,347.114419,0.080805,-0.449273,-0.010997
40264,857400000,2021,1,2,6,48,37,247,0.889991,1.607242,-15.529574,33.97369432,-117.773844,347.114392,0.080816,-0.449518,-0.01104
40265,859900000,2021,1,2,6,48,37,247,0.889969,1.607044,-15.529531,33.97369431,-117.773844,347.114364,0.080816,-0.449664,-0.011054
40266,862400000,2021,1,2,6,48,37,247,0.890084,1.606894,-15.529123,33.9736943,-117.773844,347.114337,0.080757,-0.449765,-0.011084
40267,864900000,2021,1,2,6,48,37,247,0.890294,1.606718,-15.529185,33.97369429,-117.773844,347.114309,0.080704,-0.450005,-0.011061
40268,867400000,2021,1,2,6,48,37,247,0.890361,1.606196,-15.52878,33.97369428,-117.773844,347.114281,0.080711,-0.450301,-0.011132
40269,869900000,2021,1,2,6,48,37,247,0.890809,1.606164,-15.527566,33.97369427,-117.773844,347.119355,0.080719,-0.450543,-0.009421
40270,872400000,2021,1,2,6,48,37,247,0.891624,1.606636,-15.52655,33.97369426,-117.773844,347.119331,0.08076,-0.450766,-0.009412
40271,874900000,2021,1,2,6,48,37,247,0.891755,1.60727,-15.526086,33.97369425,-117.773844,347.119308,0.080798,-0.451032,-0.009433
40272,877400000,2021,1,2,6,48,37,247,0.891476,1.607228,-15.525445,33.97369424,-117.773844,347.119284,0.080823,-0.451266,-0.009495
40273,879900000,2021,1,2,6,48,37,247,0.891828,1.607105,-15.525004,33.97369423,-117.773844,347.11926,0.080889,-0.451482,-0.009562
40274,882400000,2021,1,2,6,48,37,247,0.89167,1.607884,-15.524686,33.97369422,-117.773844,347.119236,0.080932,-0.45161,-0.009515
40275,884900000,2021,1,2,6,48,37,247,0.891564,1.608266,-15.524369,33.97369421,-117.773844,347.119212,0.081006,-0.451829,-0.009578
40276,887400000,2021,1,2,6,48,37,247,0.891535,1.608663,-15.524261,33.9736942,-117.773844,347.119188,0.081013,-0.452057,-0.009678
40277,889900000,2021,1,2,6,48,37,247,0.891705,1.608578,-15.524711,33.97369419,-117.773844,347.119394,0.081141,-0.452309,-0.009612
40278,892400000,2021,1,2,6,48,37,247,0.891312,1.609089,-15.524183,33.97369418,-117.773844,347.11937,0.081237,-0.452479,-0.009655
40279,894900000,2021,1,2,6,48,37,247,0.891456,1.608823,-15.523481,33.97369417,-117.773844,347.119345,0.08134,-0.452627,-0.009702
40280,897400000,2021,1,2,6,48,37,247,0.891599,1.608361,-15.52326,33.97369416,-117.773844,347.119321,0.081437,-0.452774,-0.00968
40281,899900000,2021,1,2,6,48,37,247,0.890583,1.608245,-15.523193,33.97369415,-117.773844,347.119297,0.081474,-0.452989,-0.009761
40282,902400000,2021,1,2,6,48,37,247,0.890801,1.608378,-15.523738,33.97369414,-117.773844,347.119272,0.081516,-0.453128,-0.009787
40283,904900000,2021,1,2,6,48,37,247,0.89143,1.608328,-15.522846,33.97369413,-117.773844,347.119248,0.0816,-0.453275,-0.009768
40284,907400000,2021,1,2,6,48,37,247,0.891697,1.608001,-15.522628,33.97369412,-117.773844,347.119224,0.081661,-0.453464,-0.009758
40285,909900000,2021,1,2,6,48,37,247,0.891593,1.608453,-15.522198,33.97369411,-117.773844,347.11456,0.08172,-0.453714,-0.011432
40286,912400000,2021,1,2,6,48,37,247,0.891408,1.608951,-15.52146,33.9736941,-117.773844,347.114532,0.081807,-0.453916,-0.011328
