"Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2","X","Y","Z","intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp","vertical_angle"
0.1551454961299896,0.7324160933494568,0.1185773238539696,0.1551454952696006,0.7324160657794548,0.118577324500495,100.0,9.0,1196.0,0.758,2754107183643.0,107183643.0,9.0
0.1512387245893478,0.7133587002754211,-0.06379800289869308,0.1512387306118445,0.7133587183794171,-0.06379800369128577,100.0,10.0,1197.0,0.732,2754107183645.0,107183645.0,-5.0
0.1507798731327057,0.7105830907821655,0.1411986500024796,0.1507798768134018,0.7105831183813205,0.1411986565786432,76.0,11.0,1198.0,0.74,2754107183647.0,107183647.0,11.0
0.1547623723745346,0.7287251353263855,-0.03904262185096741,0.1547623751165582,0.7287251064768296,-0.03904262335723609,86.0,12.0,1199.0,0.746,2754107183650.0,107183650.0,-3.0
0.153963029384613,0.7243390679359436,0.1709627956151962,0.153963025015298,0.7243390832333557,0.1709628013013374,100.0,13.0,1200.0,0.76,2754107183652.0,107183652.0,13.0
0.1497965157032013,0.7041328549385071,-0.01256573293358088,0.1497965145507738,0.7041328756646642,-0.01256573263484413,100.0,14.0,1201.0,0.72,2754107183654.0,107183654.0,-1.0
0.1507441252470017,0.7085872292518616,0.1941142827272415,0.1507441279073662,0.708587223082537,0.1941142838268906,99.0,15.0,1201.0,0.75,2754107183657.0,107183657.0,15.0
0.1565888226032257,0.7310441136360168,-0.2003259360790253,0.1565888224122463,0.7310440876543146,-0.2003259409093511,20.0,0.0,1209.0,0.774,2754107183677.0,107183677.0,-15.0
0.1534174233675003,0.7156283259391785,0.01277516130357981,0.1534174182703711,0.7156283190452947,0.01277516151209153,38.0,1.0,1210.0,0.732,2754107183680.0,107183680.0,1.0
0.153309240937233,0.7145152688026428,-0.1687132865190506,0.1533092483156838,0.7145152901810574,-0.1687132907578988,27.0,2.0,1211.0,0.75,2754107183682.0,107183682.0,-13.0
0.1559960544109345,0.7264193296432495,0.03893795236945152,0.1559960559192201,0.7264193461595951,0.03893795144475021,100.0,3.0,1212.0,0.744,2754107183684.0,107183684.0,3.0
0.1508668959140778,0.7025346159934998,-0.139672189950943,0.1508668886187736,0.7025345989794294,-0.1396721846156308,31.0,4.0,1212.0,0.732,2754107183687.0,107183687.0,-11.0
0.1574168354272842,0.7324126362800598,0.06554111838340759,0.1574168294742762,0.732412659351253,0.06554111854623894,78.0,5.0,1213.0,0.752,2754107183689.0,107183689.0,5.0
0.1532914340496063,0.712613046169281,-0.1154486387968063,0.153291439258313,0.7126130417559334,-0.1154486351996904,39.0,6.0,1214.0,0.738,2754107183691.0,107183691.0,-9.0
0.1621086746454239,0.7529629468917847,0.09457060694694519,0.1621086777460953,0.7529629315128334,0.09457061048239444,97.0,7.0,1215.0,0.776,2754107183693.0,107183693.0,7.0
0.1609856635332108,0.7471129894256592,-0.09383939206600189,0.1609856583975761,0.7471129672578426,-0.09383939442196355,100.0,8.0,1216.0,0.77,2754107183696.0,107183696.0,-7.0
0.1586617678403854,0.7357044816017151,0.1192030608654022,0.1586617624077812,0.7357044753659573,0.1192030623606559,100.0,9.0,1217.0,0.762,2754107183698.0,107183698.0,9.0
0.1554079800844193,0.72061687707901,-0.06449525058269501,0.1554079821268791,0.7206169036776713,-0.06449524963326704,100.0,10.0,1217.0,0.74,2754107183700.0,107183700.0,-5.0
0.1545020043849945,0.7158096432685852,0.1423435062170029,0.1545019996070809,0.7158096514587231,0.1423435105509024,78.0,11.0,1218.0,0.746,2754107183703.0,107183703.0,11.0
0.156461700797081,0.7242760062217712,-0.03883327916264534,0.1564616982854915,0.724275992540405,-0.03883327953226432,86.0,12.0,1219.0,0.742,2754107183705.0,107183705.0,-3.0
0.1593732237815857,0.737130343914032,0.1741121113300324,0.1593732220444339,0.7371303460959504,0.1741121160621515,100.0,13.0,1220.0,0.774,2754107183707.0,107183707.0,13.0
0.153945192694664,0.7114235162734985,-0.01270535215735436,0.1539451897398464,0.7114235395243869,-0.0127053518863424,100.0,14.0,1221.0,0.728,2754107183710.0,107183710.0,-1.0
0.155384749174118,0.7174703478813171,0.1967024803161621,0.1553847536222006,0.7174703582411708,0.1967024742779158,94.0,15.0,1222.0,0.76,2754107183712.0,107183712.0,15.0
0.1594230681657791,0.7324084639549255,-0.2008435726165772,0.1594230752034024,0.7324084515264276,-0.2008435789995561,20.0,0.0,1228.0,0.776,2754107183733.0,107183733.0,-15.0
0.1570666432380676,0.720977246761322,0.01287987548857927,0.1570666483745649,0.7209772373410099,0.01287987595071523,100.0,1.0,1229.0,0.738,2754107183735.0,107183735.0,1.0
0.1531869769096375,0.7025789022445679,-0.1660138815641403,0.1531869782816678,0.702578922229534,-0.1660138781057724,27.0,2.0,1230.0,0.738,2754107183737.0,107183737.0,-13.0
0.1578519195318222,0.7239742875099182,0.03883327916264534,0.1578519191665003,0.7239742730347686,0.03883327953226432,100.0,3.0,1230.0,0.742,2754107183740.0,107183740.0,3.0
0.154870018362999,0.7097029089927673,-0.1411986500024796,0.1548700182528603,0.7097029074385598,-0.1411986565786432,100.0,4.0,1231.0,0.74,2754107183742.0,107183742.0,-11.0
0.1628205627202988,0.7455121874809265,0.06676129996776581,0.1628205646193411,0.7455121680430539,0.06676129894470616,84.0,5.0,1232.0,0.766,2754107183744.0,107183744.0,5.0
0.1573410034179688,0.7198200225830078,-0.1167001128196716,0.1573410094649934,0.7198200406016727,-0.1167001109200122,39.0,6.0,1233.0,0.746,2754107183746.0,107183746.0,-9.0
0.1620592623949051,0.7407858371734619,0.0931081771850586,0.1620592679503161,0.7407858400331399,0.09310817836153268,99.0,7.0,1234.0,0.764,2754107183749.0,107183749.0,7.0
0.1617639809846878,0.7388184070587158,-0.09286443889141083,0.1617639796266151,0.7388183881978437,-0.09286443967472238,17.0,8.0,1235.0,0.762,2754107183751.0,107183751.0,-7.0
0.1627919226884842,0.7428926825523376,0.1204545348882675,0.162791918598153,0.7428926540859255,0.1204545380809778,100.0,9.0,1236.0,0.77,2754107183753.0,107183753.0,9.0
0.157796785235405,0.7200976014137268,-0.06449525058269501,0.157796779408128,0.7200975900412145,-0.06449524963326704,100.0,10.0,1236.0,0.74,2754107183756.0,107183756.0,-5.0
0.1568748652935028,0.7152933478355408,0.1423435062170029,0.1568748604468994,0.7152933686004722,0.1423435105509024,78.0,11.0,1237.0,0.746,2754107183758.0,107183758.0,11.0
0.1562934219837189,0.7120482325553894,-0.03820524737238884,0.1562934168959018,0.7120482616058269,-0.03820524805734899,90.0,12.0,1238.0,0.73,2754107183760.0,107183760.0,-3.0
0.1576354503631592,0.7175642848014832,0.1696130931377411,0.157635446493796,0.7175642577648431,0.1696130949752742,100.0,13.0,1239.0,0.754,2754107183763.0,107183763.0,13.0
0.1575917303562164,0.7167682647705078,-0.01281006634235382,0.157591724501495,0.7167682683890205,-0.0128100663249661,96.0,14.0,1240.0,0.734,2754107183765.0,107183765.0,-1.0
0.1563934683799744,0.71131831407547,0.1951495558023453,0.1563934723387834,0.7113183050075228,0.1951495600073006,99.0,15.0,1240.0,0.754,2754107183767.0,107183767.0,15.0
0.1632311046123505,0.737506091594696,-0.202396497130394,0.1632310990661187,0.7375061137438825,-0.2023964932701712,22.0,0.0,1248.0,0.782,2754107183788.0,107183788.0,-15.0
0.1608797907829285,0.7262817025184631,0.01298459060490131,0.1608797893406347,0.7262816903888836,0.01298459038933893,38.0,1.0,1249.0,0.744,2754107183790.0,107183790.0,1.0
0.156903862953186,0.7077475786209106,-0.1673635840415955,0.1569038568072907,0.7077475611580198,-0.1673635844318356,30.0,2.0,1250.0,0.744,2754107183792.0,107183792.0,-13.0
0.1590812355279923,0.71756911277771,0.03851926326751709,0.1590812413535279,0.7175691081464743,0.03851926379480666,100.0,3.0,1250.0,0.736,2754107183795.0,107183795.0,3.0
0.1543695777654648,0.6957414746284485,-0.1385273337364197,0.1543695764025725,0.6957414839910815,-0.1385273306433715,100.0,4.0,1251.0,0.726,2754107183797.0,107183797.0,-11.0
0.1632623374462128,0.7352142333984375,0.06588973850011826,0.1632623409901862,0.735214220467203,0.06588974151722958,84.0,5.0,1252.0,0.756,2754107183799.0,107183799.0,5.0
0.1619954854249954,0.7289080619812012,-0.1182644590735436,0.1619954892094684,0.7289080737818854,-0.1182644555704145,42.0,6.0,1253.0,0.756,2754107183802.0,107183802.0,-9.0
0.1672301441431046,0.7518420815467834,0.09457060694694519,0.1672301388456191,0.7518420580778001,0.09457061048239444,94.0,7.0,1254.0,0.776,2754107183804.0,107183804.0,7.0
0.1626165807247162,0.7304985523223877,-0.09188948571681976,0.1626165767379494,0.7304985773632915,-0.0918894849274812,17.0,8.0,1255.0,0.754,2754107183806.0,107183806.0,-7.0
0.1632362604141235,0.7326793670654297,0.1188901960849762,0.1632362605745447,0.7326793603887581,0.1188901934305755,100.0,9.0,1256.0,0.76,2754107183809.0,107183809.0,9.0
0.1629090458154678,0.7312106490135193,-0.06554111838340759,0.1629090400694588,0.7312106443723008,-0.06554111854623894,100.0,10.0,1256.0,0.752,2754107183811.0,107183811.0,-5.0
0.1597980111837387,0.7166576385498047,0.1427251249551773,0.1597980119325553,0.7166576121588125,0.1427251285416555,74.0,11.0,1257.0,0.748,2754107183813.0,107183813.0,11.0
0.161823034286499,0.725143551826477,-0.03893795236945152,0.1618230340676742,0.7251435317110804,-0.03893795144475021,84.0,12.0,1258.0,0.744,2754107183816.0,107183816.0,-3.0
0.1584401577711105,0.7094020843505859,0.1678134799003601,0.1584401626010318,0.709402106431939,0.1678134865405233,100.0,13.0,1259.0,0.746,2754107183818.0,107183818.0,13.0
0.1579116582870483,0.7064561247825623,-0.01263554207980633,0.1579116523979768,0.7064561225643963,-0.01263554226059326,100.0,14.0,1260.0,0.724,2754107183820.0,107183820.0,-1.0
0.1605611592531204,0.7183093428611755,0.197220116853714,0.1605611653098422,0.7183093619547579,0.1972201123681208,94.0,15.0,1260.0,0.762,2754107183822.0,107183822.0,15.0
0.1650843322277069,0.7331335544586182,-0.2013612240552902,0.1650843350612635,0.7331335639360066,-0.2013612170897612,22.0,0.0,1269.0,0.778,2754107183843.0,107183843.0,-15.0
0.1657387912273407,0.7354410290718079,0.01315911486744881,0.1657387914161434,0.7354410178435183,0.01315911445371177,100.0,1.0,1270.0,0.754,2754107183845.0,107183845.0,1.0
0.1612118482589722,0.7147716879844666,-0.1691631972789764,0.1612118470512289,0.7147716800136343,-0.1691631928665865,27.0,2.0,1271.0,0.752,2754107183848.0,107183848.0,-13.0
0.161835327744484,0.7169529795646667,0.03851926326751709,0.1618353294593082,0.7169529918031607,0.03851926379480666,100.0,3.0,1272.0,0.736,2754107183850.0,107183850.0,3.0
0.1577831208705902,0.699001133441925,-0.1392905712127686,0.1577831246130668,0.6990011613986473,-0.1392905666248777,33.0,4.0,1272.0,0.73,2754107183852.0,107183852.0,-11.0
0.1641997843980789,0.7268372178077698,0.06519249826669693,0.1641997917099094,0.7268372355095009,0.06519249557524831,88.0,5.0,1273.0,0.748,2754107183855.0,107183855.0,5.0
0.1655372381210327,0.7321629524230957,-0.1188901960849762,0.1655372313463089,0.7321629237705491,-0.1188901934305755,42.0,6.0,1274.0,0.76,2754107183857.0,107183857.0,-9.0
0.1699846535921097,0.7512241005897522,0.09457060694694519,0.1699846544907765,0.7512240790008254,0.09457061048239444,99.0,7.0,1275.0,0.776,2754107183859.0,107183859.0,7.0
0.1679235547780991,0.7415140867233276,-0.09335191547870636,0.1679235517675347,0.7415140594386429,-0.09335191704834297,100.0,8.0,1276.0,0.766,2754107183862.0,107183862.0,-7.0
0.164483904838562,0.7263253331184387,0.1179515868425369,0.1644839038480808,0.7263253186994951,0.1179515866403341,100.0,9.0,1276.0,0.754,2754107183864.0,107183864.0,9.0
0.1638263911008835,0.7228361964225769,-0.06484387069940567,0.1638263927120362,0.722836209134991,-0.06484387260425767,100.0,10.0,1277.0,0.744,2754107183866.0,107183866.0,-5.0
0.1632921993732452,0.7198963165283203,0.1434883624315262,0.1632921955653029,0.7198963453955931,0.1434883645231617,73.0,11.0,1278.0,0.752,2754107183869.0,107183869.0,11.0
0.1644797325134277,0.7245455384254456,-0.03893795236945152,0.1644797310403889,0.724545549992661,-0.03893795144475021,84.0,12.0,1279.0,0.744,2754107183871.0,107183871.0,-3.0
0.1636296361684799,0.7202184796333313,0.1705128997564316,0.1636296297757423,0.7202185053637339,0.1705128991926497,100.0,13.0,1280.0,0.758,2754107183873.0,107183873.0,13.0
0.1591697782278061,0.70002281665802,-0.01253082789480686,0.1591697733376999,0.7000228293489588,-0.01253082782196956,100.0,14.0,1281.0,0.718,2754107183875.0,107183875.0,-1.0
0.1628894358873367,0.715803861618042,0.1967024803161621,0.1628894284788769,0.7158038632913145,0.1967024742779158,94.0,15.0,1282.0,0.76,2754107183878.0,107183878.0,15.0
0.1659186184406281,0.725020170211792,-0.1992906630039215,0.1659186132751884,0.7250201684923911,-0.199290664728941,22.0,0.0,1289.0,0.77,2754107183898.0,107183898.0,-15.0
0.1656263619661331,0.7231626510620117,0.0129496855661273,0.1656263565412144,0.7231626481382686,0.01294968557646437,100.0,1.0,1290.0,0.742,2754107183901.0,107183901.0,1.0
0.167624369263649,0.7312999367713928,-0.1732123047113419,0.1676243755662436,0.7312999136752409,-0.1732123118447761,33.0,2.0,1291.0,0.77,2754107183903.0,107183903.0,-13.0
0.1659968495368958,0.7241994738578796,0.03893795236945152,0.1659968538380638,0.724199475595744,0.03893795144475021,100.0,3.0,1291.0,0.744,2754107183905.0,107183905.0,3.0
0.1584662795066834,0.6907919049263,-0.1377640962600708,0.1584662737486512,0.6907919327165121,-0.1377640946618653,33.0,4.0,1292.0,0.722,2754107183908.0,107183908.0,-11.0
0.1658442914485931,0.7223759293556213,0.06484387069940567,0.1658442908013061,0.7223759017258914,0.06484387260425767,82.0,5.0,1293.0,0.744,2754107183910.0,107183910.0,5.0
0.1658802181482315,0.7219545841217041,-0.1173258498311043,0.1658802122199484,0.7219545694861117,-0.1173258487801732,39.0,6.0,1294.0,0.75,2754107183912.0,107183912.0,-9.0
0.1730507463216782,0.7525607347488403,0.09481435269117355,0.1730507407967924,0.7525607485786789,0.09481434916920474,95.0,7.0,1295.0,0.778,2754107183915.0,107183915.0,7.0
0.1696204990148544,0.7370543479919434,-0.09286443889141083,0.1696204994979561,0.7370543277085914,-0.09286443967472238,17.0,8.0,1296.0,0.762,2754107183917.0,107183917.0,-7.0
0.1693616956472397,0.7353425025939941,0.1195159330964088,0.1693616904673282,0.7353424780126312,0.1195159312907364,100.0,9.0,1297.0,0.764,2754107183919.0,107183919.0,9.0
0.1636655181646347,0.710610568523407,-0.06379800289869308,0.1636655225093683,0.7106105905956807,-0.06379800369128577,100.0,10.0,1297.0,0.732,2754107183922.0,107183922.0,-5.0
0.1631582975387573,0.7078434228897095,0.1411986500024796,0.1631582976973075,0.7078434214378934,0.1411986565786432,78.0,11.0,1298.0,0.74,2754107183924.0,107183924.0,11.0
0.1697015464305878,0.7356438636779785,-0.03956598415970802,0.1697015401637512,0.7356438814138614,-0.03956598291966553,77.0,12.0,1299.0,0.756,2754107183926.0,107183926.0,-3.0
0.1674577742815018,0.7253393530845642,0.1718626022338867,0.1674577780734276,0.7253393256862818,0.1718626055187129,100.0,13.0,1300.0,0.764,2754107183928.0,107183928.0,13.0
0.1629628539085388,0.7053080797195435,-0.01263554207980633,0.1629628602421605,0.7053080527354517,-0.01263554226059326,100.0,14.0,1301.0,0.724,2754107183931.0,107183931.0,-1.0
0.1640813648700714,0.7095843553543091,0.1951495558023453,0.1640813705701897,0.7095843523223755,0.1951495600073006,99.0,15.0,1302.0,0.754,2754107183933.0,107183933.0,15.0
0.1691963523626328,0.7282294631004333,-0.2003259360790253,0.169196354281469,0.7282294357526636,-0.2003259409093511,22.0,0.0,1308.0,0.774,2754107183954.0,107183954.0,-15.0
0.1675706505775452,0.7206616997718811,0.01291478052735329,0.1675706459934033,0.7206617008272203,0.0129147807635898,38.0,1.0,1309.0,0.74,2754107183956.0,107183956.0,1.0
0.1673984229564667,0.7193518877029419,-0.1705128997564316,0.1673984248260673,0.7193518739634094,-0.1705128991926497,33.0,2.0,1310.0,0.758,2754107183958.0,107183958.0,-13.0
0.1711135655641556,0.7353166937828064,0.03956598415970802,0.1711135614110699,0.7353167223019076,0.03956598291966553,100.0,3.0,1310.0,0.756,2754107183961.0,107183961.0,3.0
0.1629826873540878,0.6998230814933777,-0.139672189950943,0.1629826905347314,0.6998230658036052,-0.1396721846156308,100.0,4.0,1311.0,0.732,2754107183963.0,107183963.0,-11.0
0.1700478792190552,0.7295835018157959,0.06554111838340759,0.1700478837882181,0.7295834969342827,0.06554111854623894,84.0,5.0,1312.0,0.752,2754107183965.0,107183965.0,5.0
0.1678246557712555,0.7194767594337463,-0.1170129776000977,0.1678246587469127,0.719476786604741,-0.1170129798500927,44.0,6.0,1313.0,0.748,2754107183968.0,107183968.0,-9.0
0.1741915494203568,0.7461833953857422,0.09408313035964966,0.1741915503397533,0.7461834009509123,0.09408313310877385,99.0,7.0,1314.0,0.772,2754107183970.0,107183970.0,7.0
0.173870176076889,0.744219958782196,-0.09383939206600189,0.1738701704254325,0.7442199485976912,-0.09383939442196355,17.0,8.0,1315.0,0.77,2754107183972.0,107183972.0,-7.0
0.1730192005634308,0.7405775189399719,0.1204545348882675,0.1730191989788172,0.7405775185896658,0.1204545380809778,100.0,9.0,1315.0,0.77,2754107183975.0,107183975.0,9.0
0.1687427461147308,0.721704363822937,-0.06484387069940567,0.1687427495080425,0.7217043415929745,-0.06484387260425767,100.0,10.0,1316.0,0.744,2754107183977.0,107183977.0,-5.0
0.1655046939849854,0.7072984576225281,0.1411986500024796,0.1655046939711393,0.7072984770617747,0.1411986565786432,74.0,11.0,1317.0,0.74,2754107183979.0,107183979.0,11.0
0.1675861179828644,0.7156305909156799,-0.03851926326751709,0.1675861194703,0.715630602250625,-0.03851926379480666,91.0,12.0,1318.0,0.736,2754107183981.0,107183981.0,-3.0
0.1725301593542099,0.7361640334129333,0.1745620220899582,0.1725301614031708,0.7361640070108831,0.1745620181708392,100.0,13.0,1319.0,0.776,2754107183984.0,107183984.0,13.0
0.1662141084671021,0.7086575031280518,-0.01270535215735436,0.1662141143696456,0.7086574928819694,-0.0127053518863424,100.0,14.0,1320.0,0.728,2754107183986.0,107183986.0,-1.0
0.1681994050741196,0.7165592908859253,0.197220116853714,0.1681994079528836,0.7165592693153898,0.1972201123681208,97.0,15.0,1321.0,0.762,2754107183988.0,107183988.0,15.0
0.1726248562335968,0.7313947677612305,-0.2013612240552902,0.1726248499521174,0.7313947780994468,-0.2013612170897612,22.0,0.0,1328.0,0.778,2754107184009.0,107184009.0,-15.0
0.1710045784711838,0.7239646911621094,0.01298459060490131,0.1710045833620146,0.7239646627298911,0.01298459038933893,38.0,1.0,1329.0,0.744,2754107184011.0,107184011.0,1.0
0.167666882276535,0.709280788898468,-0.168263390660286,0.1676668758411941,0.7092807982639444,-0.168263388649211,34.0,2.0,1330.0,0.748,2754107184014.0,107184014.0,-13.0
0.1709224432706833,0.7230527997016907,0.03893795236945152,0.1709224397418151,0.723052802726047,0.03893795144475021,100.0,3.0,1330.0,0.744,2754107184016.0,107184016.0,3.0
0.168588399887085,0.7126235365867615,-0.1423435062170029,0.1685883932086628,0.7126235181913143,-0.1423435105509024,100.0,4.0,1331.0,0.746,2754107184018.0,107184018.0,-11.0
0.173970639705658,0.7348018288612366,0.06606405228376389,0.1739706458165253,0.734801847639916,0.06606405300272489,84.0,5.0,1332.0,0.758,2754107184021.0,107184021.0,5.0
0.1694241911172867,0.7150422930717468,-0.116387240588665,0.1694241961898288,0.715042272629673,-0.1163872419899318,42.0,6.0,1333.0,0.744,2754107184023.0,107184023.0,-9.0
0.1763371378183365,0.7436392903327942,0.09383939206600189,0.1763371367128479,0.7436392823610339,0.09383939442196355,97.0,7.0,1334.0,0.77,2754107184025.0,107184025.0,7.0
0.1746335029602051,0.7358826994895935,-0.09286443889141083,0.174633500983164,0.7358826918594179,-0.09286443967472238,17.0,8.0,1335.0,0.762,2754107184028.0,107184028.0,-7.0
0.1765154749155045,0.7438130378723145,0.1210802793502808,0.1765154674881779,0.7438130521276485,0.1210802759411387,100.0,9.0,1335.0,0.774,2754107184030.0,107184030.0,9.0
0.1712609380483627,0.7211109399795532,-0.06484387069940567,0.1712609397508217,0.7211109226057724,-0.06484387260425767,100.0,10.0,1336.0,0.744,2754107184032.0,107184032.0,-5.0
0.1697885394096375,0.7143566012382507,0.1427251249551773,0.1697885382854135,0.7143566265876384,0.1427251285416555,74.0,11.0,1337.0,0.748,2754107184034.0,107184034.0,11.0
0.171469658613205,0.7208703756332397,-0.03883327916264534,0.171469662589678,0.7208703983464372,-0.03883327953226432,86.0,12.0,1338.0,0.742,2754107184037.0,107184037.0,-3.0
0.1710372269153595,0.7184953689575195,0.1705128997564316,0.1710372320686312,0.7184953837396719,0.1705128991926497,100.0,13.0,1339.0,0.758,2754107184039.0,107184039.0,13.0
0.1700770556926727,0.7139087319374084,-0.01281006634235382,0.1700770536598139,0.7139087462828473,-0.0128100663249661,96.0,14.0,1340.0,0.734,2754107184041.0,107184041.0,-1.0
0.1733878254890442,0.7272428870201111,0.2003259360790253,0.1733878251883113,0.7272428614123695,0.2003259409093511,97.0,15.0,1341.0,0.774,2754107184044.0,107184044.0,15.0
0.1766563504934311,0.7363927960395813,-0.2029141336679459,0.176656348182848,0.7363928231188598,-0.2029141313603763,23.0,0.0,1349.0,0.784,2754107184064.0,107184064.0,-15.0
0.1750573515892029,0.7291663885116577,0.01308930478990078,0.1750573567472041,0.7291663678117655,0.01308930482796263,100.0,1.0,1350.0,0.75,2754107184067.0,107184067.0,1.0
0.1743626892566681,0.7257148623466492,-0.1723125129938126,0.1743626893086737,0.7257148560503663,-0.1723125076274006,33.0,2.0,1351.0,0.766,2754107184069.0,107184069.0,-13.0
0.1731048226356506,0.7204794883728027,0.03883327916264534,0.1731048228717207,0.7204794908249084,0.03883327953226432,100.0,3.0,1351.0,0.742,2754107184071.0,107184071.0,3.0
0.1679863035678864,0.6986388564109802,-0.139672189950943,0.1679863037915079,0.6986388785224913,-0.1396721846156308,100.0,4.0,1352.0,0.732,2754107184074.0,107184074.0,-11.0
0.177128791809082,0.7360963821411133,0.06623836606740952,0.1771287890859181,0.7360963735455311,0.06623836448822021,84.0,5.0,1353.0,0.76,2754107184076.0,107184076.0,5.0
0.1748187243938446,0.7259393334388733,-0.1182644590735436,0.1748187194504276,0.7259393458673707,-0.1182644555704145,42.0,6.0,1354.0,0.756,2754107184078.0,107184078.0,-9.0
0.1799917221069336,0.7468476295471191,0.09432686865329742,0.1799917162602373,0.7468476573806426,0.09432687179558415,100.0,7.0,1355.0,0.774,2754107184080.0,107184080.0,7.0
0.1763986051082611,0.7313781976699829,-0.0923769623041153,0.1763986095252521,0.7313781698913212,-0.09237696230110179,17.0,8.0,1356.0,0.758,2754107184083.0,107184083.0,-7.0
0.1764615774154663,0.7316392064094543,0.1192030608654022,0.1764615706157704,0.7316392171143213,0.1192030623606559,100.0,9.0,1356.0,0.762,2754107184085.0,107184085.0,9.0
0.1739027947187424,0.720478355884552,-0.06484387069940567,0.1739027930797114,0.7204783763200376,-0.06484387260425767,100.0,10.0,1357.0,0.744,2754107184087.0,107184087.0,-5.0
0.1724056452512741,0.7137295007705688,0.1427251249551773,0.1724056457716898,0.7137295222903524,0.1427251285416555,76.0,11.0,1358.0,0.748,2754107184090.0,107184090.0,11.0
0.1741106361150742,0.7202370762825012,-0.03883327916264534,0.1741106329511366,0.7202370886688102,-0.03883327953226432,86.0,12.0,1359.0,0.742,2754107184092.0,107184092.0,-3.0
0.1741277277469635,0.7197577953338623,0.1709627956151962,0.1741277313429059,0.7197577743578545,0.1709628013013374,100.0,13.0,1360.0,0.76,2754107184094.0,107184094.0,13.0
0.1722219586372376,0.7113370299339294,-0.01277516130357981,0.1722219658256136,0.7113370436969393,-0.01277516151209153,100.0,14.0,1361.0,0.732,2754107184097.0,107184097.0,-1.0
0.1736523807048798,0.7172451615333557,0.1977377533912659,0.1736523832205965,0.7172451685759117,0.1977377504583258,94.0,15.0,1361.0,0.764,2754107184099.0,107184099.0,15.0
0.1769397258758545,0.7263868451118469,-0.2003259360790253,0.176939719692024,0.7263868480321565,-0.2003259409093511,22.0,0.0,1369.0,0.774,2754107184120.0,107184120.0,-15.0
0.1799695789813995,0.7382648587226868,0.01326382905244827,0.1799695765963044,0.7382648727542587,0.01326382889233547,100.0,1.0,1370.0,0.76,2754107184122.0,107184122.0,1.0
0.1768948435783386,0.7251017689704895,-0.1723125129938126,0.176894844620823,0.7251017953789191,-0.1723125076274006,33.0,2.0,1371.0,0.766,2754107184124.0,107184124.0,-13.0
0.1732518821954727,0.7101690769195557,0.03830992057919502,0.1732518820228066,0.7101690893072299,0.03830991996983488,100.0,3.0,1371.0,0.732,2754107184127.0,107184127.0,3.0
0.1680957823991776,0.6885120868682861,-0.1377640962600708,0.1680957886330404,0.6885120623967548,-0.1377640946618653,100.0,4.0,1372.0,0.722,2754107184129.0,107184129.0,-11.0
0.1782785058021545,0.7296672463417053,0.06571543216705322,0.1782785039694767,0.7296672236562017,0.06571543003173426,89.0,5.0,1373.0,0.754,2754107184131.0,107184131.0,5.0
0.1782900243997574,0.7291623950004578,-0.1188901960849762,0.1782900241481307,0.7291623887689898,-0.1188901934305755,42.0,6.0,1374.0,0.76,2754107184133.0,107184133.0,-9.0
0.1840130835771561,0.7519994378089905,0.09505809098482132,0.1840130898276658,0.7519994299899658,0.09505808785601504,95.0,7.0,1375.0,0.78,2754107184136.0,107184136.0,7.0
0.1808391809463501,0.7384704351425171,-0.09335191547870636,0.1808391809415277,0.7384704531799472,-0.09335191704834297,100.0,8.0,1376.0,0.766,2754107184138.0,107184138.0,-7.0
0.1780746877193451,0.7271814346313477,0.1185773238539696,0.1780746849203054,0.7271814248898539,0.118577324500495,100.0,9.0,1376.0,0.758,2754107184140.0,107184140.0,9.0
0.1783136278390884,0.7276074290275574,-0.06554111838340759,0.1783136259357257,0.7276074577582077,-0.06554111854623894,100.0,10.0,1377.0,0.752,2754107184143.0,107184143.0,-5.0
0.1772341579198837,0.7226570844650269,0.1446332186460495,0.1772341578870342,0.72265710083395,0.144633218495421,73.0,11.0,1378.0,0.758,2754107184145.0,107184145.0,11.0
0.1775758117437363,0.7235043048858643,-0.03904262185096741,0.1775758179805092,0.7235043209476624,-0.03904262335723609,86.0,12.0,1379.0,0.746,2754107184147.0,107184147.0,-3.0
0.1775687783956528,0.7229305505752563,0.1718626022338867,0.1775687734329161,0.7229305468202661,0.1718626055187129,100.0,13.0,1380.0,0.764,2754107184150.0,107184150.0,13.0
0.1727946102619171,0.7029640078544617,-0.01263554207980633,0.1727946135028556,0.7029639852909816,-0.01263554226059326,100.0,14.0,1381.0,0.724,2754107184152.0,107184152.0,-1.0
0.1744341850280762,0.7091001868247986,0.1956671923398972,0.174434187373161,0.7091001775942075,0.1956671980975057,99.0,15.0,1382.0,0.756,2754107184154.0,107184154.0,15.0
0.1788841038942337,0.7239206433296204,-0.1998082995414734,0.1788841020931625,0.7239206587346817,-0.199808302819146,23.0,0.0,1388.0,0.772,2754107184175.0,107184175.0,-15.0
0.1785764098167419,0.7221342325210571,0.01298459060490131,0.1785764087281067,0.7221342442082312,0.01298459038933893,40.0,1.0,1389.0,0.744,2754107184177.0,107184177.0,1.0
0.1797665357589722,0.7264028787612915,-0.1727624088525772,0.1797665382234637,0.7264028782413599,-0.1727624097360883,31.0,2.0,1390.0,0.768,2754107184180.0,107184180.0,-13.0
